,Objektart,MietpreisproMonat,MietpreisproMonat(exkl.NK),Nebenkosten,Wohnfläche,Zimmer,Geschoss,Baujahr,Verfügbarab,Balkon(e),Einstellplatz,Lift,Haustiereerlaubt,Kabel-TV,Kinderfreundlich,ÖV-Haltestelle,Autobahn,Kindergarten,Primarschule,Sekundarschule,Einkaufsmöglichkeit,rating,adress,publication_date,city,DateofScrapping,Aussenparkplatz,AltesGebäude,Nutzfläche,Hochparterre,Rollstuhlgängig,Neubau,Geschirrspülmaschine,Estrich,Cheminée,Toiletten,Minergie-zertifiziert,Kubatur,Raumhöhe,Mittelhaus,Wohnungen,Wasseranschluss,Swimmingpool,Möbliert,Grundstückfläche
22339984,Wohnung,1735,1520,215,91,3.5,2.Stock,1965,nachVereinbarung,,,,,,,,,,,,,5,"Studhaldenstrasse 3, 6005 Luzern",04.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22357464,Wohnung,2470,2210,260,115,5.5,EG,,sofort,,,1,1,,,,,,,,,NaN,"Büttenenhalde 36, 6006 Luzern",06.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22145238,Attika,2050,1950,100,60,2.5,6.Stock,2014,sofort,,,1,,1,,240m,,,,,320m,3,"Burgerstrasse 17, 6003 Luzern",06.11.2019,luzern,26.02.2020,,1,60,,,,,,,,,,,,,,,,
21339799,Wohnung,2235,1950,285,120,4.5,1.Stock,,sofort,1,1,1,,1,,,,,,,,NaN,"Geissmattstrasse 46, 6004 Luzern",31.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22270596,Terrassenwohnung,1920,1700,220,75,3.5,EG,,sofort,1,1,1,1,1,,200m,1500m,1000m,1000m,3000m,1000m,NaN,"Bergstrasse 36, 6004 Luzern",23.10.2019,luzern,26.02.2020,1,,,1,,,,,,,,,,,,,,,
22271830,Wohnung,1920,1700,220,75,3.5,1.Stock,,sofort,1,1,1,,,,200m,1500m,,,,1000m,NaN,"Bergstrasse 36, 6004 Luzern",23.10.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22307221,Wohnung,2140,1890,250,108,4.5,2.Stock,,01.04.2020,1,1,1,,,,,,,,,,NaN,"Rothenpark 3, 6015 Luzern",29.10.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22306027,Wohnung,2230,2010,220,88,3.5,3.Stock,,01.06.2020,1,,1,,,,50m,5000m,50m,50m,2200m,50m,NaN,"Kreuzbuchstrasse 65, 6006 Luzern",29.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22263782,Wohnung,2990,2710,280,135,4,1.Stock,,01.04.2020,1,,,,,,10m,,,,,10m,4,"Hirschmattstrasse 28, 6003 Luzern",22.10.2019,luzern,26.02.2020,,,182,,,,,,,,,,,,,,,,
22991231,Attika,2360,2170,190,73,2.5,6.Stock,,sofort,1,,1,1,1,,,,,,,,NaN,"Eschenstrasse 26, 6005 Luzern",25.10.2019,luzern,26.02.2020,,,,,1,,,,,,,,,,,,,,
22287772,Wohnung,2360,2170,190,73,3.5,5.Stock,1963,sofort,,,,,,,,,,189m,,,2,"Neustadtstr. 6, 6003 Luzern",25.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22410050,Wohnung,1920,1690,230,105,4.5,2.Stock,,sofort,1,,1,,,,140m,4000m,250m,400m,400m,500m,NaN,"Giselihalde 9, 6006 Luzern",28.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22918680,Dachwohnung,2500,2300,200,120,2.5,2.Stock,,nachVereinbarung,,1,,,,,,,,,,,NaN,6006 Luzern,28.10.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22306028,Wohnung,2880,2590,290,115,4.5,3.Stock,,01.06.2020,1,,1,,,,50m,5000m,50m,50m,2200m,50m,NaN,"Kreuzbuchstrasse 65, 6006 Luzern",29.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22420914,Wohnung,1340,1250,90,36,1.5,2.Stock,,nachVereinbarung,1,,1,,,,50m,2000m,,,,20m,NaN,"Langensandstrasse, 6005 Luzern",18.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22420911,Wohnung,2680,2500,180,84,3.5,5.Stock,2018,nachVereinbarung,1,,1,,,,50m,2000m,,,,100m,4,"Langensandstrasse, 6005 Luzern",18.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22770777,Wohnung,1600,1440,160,46,3.5,,,sofort,,,,,,,150m,,710m,720m,,510m,NaN,"Geissmattstrasse 3, 6004 Luzern",,luzern,26.02.2020,,1,,1,,,,,,,,,,,,,,,
22221444,Wohnung,1530,1350,180,70,3.5,3.Stock,,nachVereinbarung,1,,,,1,,,,,,,,NaN,"Maihofstrasse 6, 6004 Luzern",15.10.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22238909,Wohnung,2020,1720,300,109,4.5,2.Stock,1982,,1,1,1,,1,1,300m,3000m,200m,600m,200m,500m,4,"Matthof 26, 6014 Luzern",17.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22908855,Wohnung,1900,1700,200,,3.5,2.Stock,,sofort,1,,1,,,,80m,,,,,850m,NaN,"Steinhofstrasse 60, 6003 Luzern",16.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22238609,Wohnung,1560,1390,170,70,3,5.Stock,,sofort,,,1,1,,,,,,,,150m,NaN,"Alpenstrasse 5, 6004 Luzern",17.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22260550,Wohnung,1820,1620,200,90,4.5,3.Stock,1961,nachVereinbarung,,1,,1,,1,,,,,,,5,"Würzenbachhalde 7, 6006 Luzern",22.10.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22251801,Wohnung,1565,1460,105,35,2.5,4.Stock,1985,nachVereinbarung,,,1,,,,,,,,,,2,"Seehof 7, 6004 Luzern LU",20.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22245838,Wohnung,1565,1460,105,35,2.5,4.Stock,1985,nachVereinbarung,,,1,,,,,,,,,,2,"Seehof 7, 6004 Luzern",18.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22196532,Wohnung,1710,1480,230,71,3.5,3.Stock,1961,nachVereinbarung,,,1,,,,,,,184m,,,4,"Neustadtstr. 8c, 6003 Luzern",11.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22223176,Wohnung,1550,1300,250,72,4,7.Stock,1966,nachVereinbarung,,,,,,,700m,,400m,800m,800m,1000m,5,"Fluhmühlerain 9, 6015 Luzern",15.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22870036,Wohnung,1870,1690,180,75,3,2.Stock,1940,sofort,1,,,,1,,300m,1000m,400m,400m,,400m,4,"Rankhofstrasse 20, 6006 Luzern",15.10.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
21193155,Dachwohnung,2100,1870,230,100,4.5,,,nachVereinbarung,,,,,,,,,,,,,4,"Bernstrasse 57 b, 6003 Luzern",03.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22210067,Wohnung,1930,1750,180,60,3,2.Stock,,sofort,,,,1,,,100m,,,,,100m,NaN,"Friedenstrasse 7, 6004 Luzern",,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
17323378,Wohnung,1890,1650,240,97,3.5,EG,2018,sofort,1,1,1,1,1,1,20m,,650m,610m,,20m,6,"Grossmatte 2A-I, 6014 Luzern",,luzern,26.02.2020,,,,,1,1,,,,,,,,,,,,,
22918689,Wohnung,1460,1360,100,67,1.5,1.Stock,,nachVereinbarung,,,,,,,,,,,,,NaN,6014 Luzern,03.10.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
21989914,Wohnung,950,800,150,18,1.5,1.Stock,,sofort,,,,,1,,100m,,,,,100m,NaN,"Grimselweg  4, 6005 Luzern",15.10.2019,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
21689361,Wohnung,1790,1540,250,80,3.5,4.Stock,,sofort,1,,1,,1,,,,,,,,NaN,"Unter-Geissenstein  8, 6005 Luzern",14.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22089242,Wohnung,1995,1615,380,110,4.5,2.Stock,1978,nachVereinbarung,,,1,,,,,,,307m,,,6,"Liebenauweg 6, 6006 Luzern",03.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22122909,Wohnung,1620,1470,150,,3.5,3.Stock,,sofort,1,1,,,1,,,,,,,,NaN,"Mattweg, 6014 Luzern",30.09.2019,luzern,26.02.2020,1,,,,,,,,1,,,,,,,,,,
21872717,Dachwohnung,1590,1300,290,58,3,2.Stock,,sofort,1,,,1,1,,250m,2000m,,500m,500m,250m,NaN,"Hochrütiring 11, 6005 Luzern",30.09.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22137579,Wohnung,1820,1700,120,58,2.5,7.Stock,1964,nachVereinbarung,,,,,,,,,,,,,3,"Winkelriedstrasse 56, 6003 Luzern",30.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22129023,Wohnung,1800,1600,200,70,3.5,1.Stock,,sofort,1,,,,,,,,,,,,NaN,"St.-Karli-Strasse, 6004 Luzern",01.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22130587,Wohnung,3100,2850,250,110,5,1.Stock,1923,sofort,1,,,,1,,250m,,,,,,3,"Adligenswilerstrasse 25, 6006 Luzern",02.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
21427926,Wohnung,2690,2350,340,120,4.5,2.Stock,,,1,1,1,,1,1,,,,,,,NaN,"Rosenbergweg 2, 6004 Luzern",24.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22130578,Wohnung,1580,1370,210,72,3.5,1.Stock,1992,,1,1,1,,,,300m,,,,,300m,5,"Kanonenstrasse 8, 6003 Luzern",02.10.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22143919,Dachwohnung,2140,1840,300,103,3.5,6.Stock,2016,nachVereinbarung,1,,1,,1,,,,,,,,5,"Cheerstrasse 13d, 6014 Luzern",03.10.2019,luzern,26.02.2020,1,,,,,,,,,,1,,,,,,,,
22128369,Wohnung,3000,2700,300,130,4.5,EG,1963,sofort,1,1,,1,1,,,,,,,,3,"Langensandweg 12, 6005 St. Niklausen LU",01.10.2019,luzern,26.02.2020,1,,,,,,,,1,,,,,,,,,,
22420861,Wohnung,1550,1320,230,,3,4.Stock,,sofort,,,,,,,,,,,,,NaN,"Dammstrasse 17, 6003 Luzern",24.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
21223579,Maisonette,2500,2250,250,118,4.5,2.Stock,1992,sofort,1,,1,1,1,1,100m,3000m,200m,200m,750m,300m,3,"Jodersmatt 8, 6014 Luzern",13.09.2019,luzern,26.02.2020,1,,,,,,,,1,,,,,,,,,,
22035194,Wohnung,1850,1620,230,77,3.5,3.Stock,1965,nachVereinbarung,1,1,1,,,,,,,198m,,,4,"Maihofstr. 68A, 6006 Luzern",16.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22012547,Wohnung,1920,1800,120,73,2.5,5.Stock,1909,nachVereinbarung,,,,1,1,,100m,,,,,250m,4,"Zähringerstrasse 7, 6003 Luzern",,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22035275,Wohnung,1700,1590,110,60,2.5,,,,,,,,,,,,,,,,NaN,6015 Luzern / LU,16.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,1,
22040351,Wohnung,1680,1480,200,80,3.5,,,sofort,1,1,,1,1,1,10m,,430m,2660m,,1150m,NaN,"Obergütschstrasse 9, 6003 Luzern",,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22049589,Wohnung,2995,2740,255,96,4,7.Stock,2019,sofort,1,1,1,1,1,,230m,,500m,310m,,300m,4,"Wesemlinstrasse 2, 6006 Luzern",,luzern,26.02.2020,,,,,,1,,,,,,,,,,,,,
22420909,Wohnung,1990,1870,120,58,2.5,3.Stock,2018,nachVereinbarung,1,,1,,,,50m,2000m,,,,100m,4,"Langensandstrasse, 6005 Luzern",23.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
16241976,Wohnung,4990,4690,300,160,5.5,EG,,sofort,1,1,1,1,1,1,350m,3200m,1000m,1000m,1500m,1000m,NaN,"Bellerivestrasse 25, 6006 Luzern",,luzern,26.02.2020,1,,,,1,,,,,,,,,,,,,,
22388299,Wohnung,1700,1430,270,103,5.5,4.Stock,1967,nachVereinbarung,1,,,,,,500m,,400m,400m,1000m,500m,5,"Unterwilrain 48, 6014 Luzern",20.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22402173,Wohnung,2025,1775,250,120,3.5,2.Stock,,sofort,,,1,,,,,,,,,,NaN,"An der Kleinen Emme 2, 6014 Luzern",17.09.2019,luzern,26.02.2020,,,,,,,,,,1,,,,,,,,,
21978396,Wohnung,1630,1450,180,,3,,,sofort,1,,1,,1,1,200m,1400m,,,,100m,NaN,"Bireggstrasse 29, 6003 Luzern",07.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22143938,Wohnung,1735,1490,245,79,3.5,3.Stock,,sofort,1,,1,,1,,,2000m,,,,500m,NaN,"Udelbodenstrasse 3, 6014 Luzern",06.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
21976724,Wohnung,1840,1650,190,85,4,3.Stock,1960,sofort,,,1,,1,,,,,,,,4,"Maihofstrasse 44, 6004 Luzern",09.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22078309,Attika,3900,3600,300,130,4.5,6.Stock,2019,nachVereinbarung,1,,1,1,1,,250m,1200m,,,,,3,"Lindenhausstrasse 2a, 6005 Luzern",06.09.2019,luzern,26.02.2020,,,,,1,,,,,,,,,,,,,,
21424634,Wohnung,2590,2350,240,90,4.5,,1905,sofort,1,,1,,,,,,,,,,3,"Obergrundstrasse 91, 6003 Luzern",09.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22248060,Wohnung,3400,2950,450,175,6.5,EG,1979,sofort,1,1,1,,1,,,,,,,,5,"Schweizerhausstrasse 15, 6006 Luzern",05.09.2019,luzern,26.02.2020,1,,,,,,,,1,,,,,,,,,,
21988166,Wohnung,1450,1250,200,68,3,2.Stock,,sofort,1,,,1,,1,180m,,80m,210m,,420m,NaN,"Blattenmoosstr 4, 6014 Luzern",,luzern,26.02.2020,1,,68,,,1,,,,,,,,,,,,,
21989818,Wohnung,1450,1300,150,55,2,3.Stock,,01.04.2020,1,,,,1,,300m,,400m,400m,400m,350m,NaN,"Hochrütistrasse 32, 6005 Luzern",23.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22983909,Attika,3900,,,152,4.5,8.Stock,,nachVereinbarung,1,,1,,,,,,,,,,NaN,6006 Luzern,12.09.2019,luzern,26.02.2020,,,,,1,,,,,,,,,,,,,,
21989801,Wohnung,1490,1290,200,70,3,1.Stock,1959,sofort,1,,,,1,,500m,1500m,,,,1000m,5,"Elfenaustrasse 29, 6005 Luzern",09.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22067158,Wohnung,2170,1850,320,110,4.5,1.Stock,,nachVereinbarung,1,1,1,1,1,1,,,,,,,NaN,"Büttenenhalde 38, 6006 Luzern",29.08.2019,luzern,26.02.2020,1,,,,,,,1,,,,,,,,,,,
21956732,Wohnung,1440,1260,180,35,2,2.Stock,1939,nachVereinbarung,,,,1,1,1,300m,,400m,400m,,,2,"Stollbergstrasse 18, 6003 Luzern",04.09.2019,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
21944806,Wohnung,1480,1200,280,84,3.5,3.Stock,1970,01.04.2020,1,1,1,1,1,,10m,,500m,500m,1000m,100m,6,"Baselstrasse  33, 6003 Luzern",03.09.2019,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
21817852,Wohnung,1470,1300,170,,3,2.Stock,,,1,,,,1,,320m,,,,,800m,NaN,"Würzenbachstrasse 51, 6006 Luzern",14.10.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
21952482,Wohnung,2100,1870,230,99,4.5,1.Stock,1952,sofort,,,,,,,200m,2000m,500m,500m,500m,500m,4,"Grüneggstrasse 19, 6005 Luzern",04.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22420913,Wohnung,2190,2000,190,95,3.5,3.Stock,,nachVereinbarung,1,,1,,,,50m,2000m,,,,20m,NaN,"Langensandstrasse, 6005 Luzern",30.08.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
20668824,Wohnung,2090,1890,200,92,3,2.Stock,2012,sofort,1,,1,,1,,100m,,,,,100m,5,"Bruchstrasse 4, 6003 Luzern",04.09.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22680136,Attika,4630,4200,430,180,6.5,9.Stock,,,1,1,1,1,1,1,50m,,100m,600m,1000m,500m,NaN,"Hirtenhofstrasse 36, 6005 Luzern",05.09.2019,luzern,26.02.2020,1,,,,,,,,1,,,,,,,,,,
22936864,Dachwohnung,1930,1800,130,73,2.5,4.Stock,2016,nachVereinbarung,1,1,1,,1,,700m,2000m,,400m,,400m,5,"Zihlmattweg 19, 6005 Luzern",04.09.2019,luzern,26.02.2020,1,,,,,1,,,,,,,,,,,,,
21896013,Wohnung,2400,2190,210,94,3.5,1.Stock,2017,sofort,,,,,,,,,,,,,5,"Stutzstrasse 2, 6005 Luzern",26.08.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22727539,Wohnung,1330,1180,150,61,2.5,EG,2018,sofort,1,,1,1,1,1,20m,,650m,610m,,20m,6,"Grossmatte 2A-I, 6014 Luzern",,luzern,26.02.2020,,,,,,1,,,,,,,,,,,,,
21894812,Wohnung,1285,1190,95,32,1,3.Stock,2019,nachVereinbarung,1,,,,1,,100m,2000m,,,,100m,4,"Ledergasse 10, 6004 Luzern",26.08.2019,luzern,26.02.2020,,1,,,,1,,,,,,,,,,,,,
19222117,Wohnung,1990,1840,150,,3.5,,,sofort,1,,,,1,,40m,,490m,540m,490m,330m,NaN,"Maihofstrasse 39, 6004 Luzern",,luzern,26.02.2020,,,,,,1,,,,,,,,,,,,,
22944033,Wohnung,2220,,,100,4.5,,,01.03.2020,1,,1,,,1,200m,5000m,470m,470m,2200m,300m,NaN,"Seefeldstrasse, 6006 Luzern",19.08.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22562464,Wohnung,4885,4605,280,159,4.5,4.Stock,2019,16.03.2020,1,,1,,1,1,50m,2300m,400m,350m,500m,400m,3,"Fluhmattstrasse 36, 6004 Luzern",23.08.2019,luzern,26.02.2020,,,186,,,,,,,,,,,,,,,,
21821682,Wohnung,2650,2350,300,114,3.5,6.Stock,,nachVereinbarung,,,,,,,300m,,700m,700m,700m,100m,NaN,"Winkelriedstrasse 36, 6003 Luzern",14.08.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
21859115,Wohnung,1540,1310,230,80,3.5,4.Stock,,nachVereinbarung,,,,,,,5m,,10m,10m,350m,50m,NaN,"Matthofring 62, 6005 Luzern",21.08.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22264243,Wohnung,1500,1310,190,50,2.5,,,sofort,1,,1,,1,,50m,,,,,,NaN,"Klosterstrasse 15, 6003 Luzern",12.08.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
21797074,Loft,1510,1360,150,67,1.5,1.Stock,1979,sofort,1,,,1,1,,100m,3000m,,,,300m,3,"Oberbergsrasse 3, 6014 Luzern",09.08.2019,luzern,26.02.2020,1,,,,,,,,1,,,,,,,,,,
21811549,Wohnung,1340,1200,140,51,2,2.Stock,1943,nachVereinbarung,,,,,,,,,,,,,4,"Sagenmattstrasse 20, 6003 Luzern",13.08.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22417138,Wohnung,1310,1130,180,37,2,EG,,nachVereinbarung,1,,,1,1,,,,,,,,NaN,"Stollbergstrasse 18, 6003 Luzern",22.07.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
21910259,Wohnung,1470,1250,220,70,3.5,,,sofort,1,,,1,1,,,,,,,,NaN,"Unterwilrain 44, 6014 Luzern",27.07.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22518393,Wohnung,1650,1500,150,,3.5,1.Stock,,sofort,1,,,,1,1,200m,,130m,450m,450m,650m,NaN,"Obermättlistrasse 6, 6015 Luzern",17.07.2019,luzern,26.02.2020,1,,,,,1,,,,,1,,,,,,,,
22032116,Wohnung,2295,2075,220,110,4.5,1.Stock,,nachVereinbarung,1,,,,1,,,,,,,,NaN,"Zürichstrasse  83, 6004 Luzern",09.08.2019,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
21652740,Wohnung,2900,2700,200,,3.5,5.Stock,,sofort,,,1,1,,,,,,,,,NaN,"Zentralstrasse 18, 6003 Luzern",16.07.2019,luzern,26.02.2020,1,,,,,1,,,,1,,,,,,,,,
21647844,Attika,2590,2340,250,100,3.5,5.Stock,2019,sofort,1,1,1,1,1,,10m,1000m,500m,500m,500m,100m,5,"Luzernerstrasse 133a, 6014 Luzern",15.07.2019,luzern,26.02.2020,1,,,,1,1,,,,,,,,,,,,,
22870033,Wohnung,5200,4800,400,218,4.5,1.Stock,2013,,1,1,1,,1,,400m,1600m,,,,,3,"Guggistrasse 14a, 6005 Luzern",07.08.2019,luzern,26.02.2020,,,,,,,,,1,,,,,,,,,,
22064417,Wohnung,7900,7000,900,230,6.5,1.Stock,1772,nachVereinbarung,1,,1,,1,,160m,1100m,220m,550m,1200m,450m,NaN,6003 Luzern,19.07.2019,luzern,26.02.2020,,,5613,,,,,,1,,,,,,3,,,,7838
22111070,Attika,2400,2210,190,73,2.5,6.Stock,,sofort,1,1,1,,1,,,,,,,,NaN,"Eschenstrasse 26, 6005 Luzern",15.07.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
21735401,Wohnung,1470,1330,140,72,2.5,4.Stock,1962,,,,1,,,,,,,,,,5,"Neustadtstrasse 7, 6003 Luzern",30.07.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
21250768,Wohnung,1630,1390,240,82,3.5,13.Stock,1970,nachVereinbarung,,1,1,,1,,800m,,450m,450m,1500m,1100m,NaN,"Waldstrasse 5, 6015 Luzern",10.07.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22717532,Maisonette,3900,3455,445,184,5.5,3.Stock,1992,sofort,1,1,1,,1,1,,,,,,,4,"Schönbühlstrand 14, 6005 Luzern",02.07.2019,luzern,26.02.2020,1,,,,,,,,1,,,,,,,,,,
21586549,Dachwohnung,3700,,,127,4.5,5.Stock,2017,,1,,1,,1,,30m,,,,,50m,4,"Hirschmattstrasse 8, 6003 Luzern",18.11.2019,luzern,26.02.2020,,,152,,,,,,,,,,,,,,,,
22482938,Wohnung,1850,1660,190,75,3.5,2.Stock,,sofort,1,,1,1,1,1,200m,1000m,,,,200m,NaN,"St. Karlistrasse 66, 6004 Luzern",,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
21557672,Wohnung,8550,,,227,5,3.Stock,1982,sofort,1,1,,,,,50m,,,,,,NaN,"Haldenstrasse 22, 6006 Luzern",12.12.2019,luzern,26.02.2020,,,,,,,,,1,,,,,,,,,,
21586554,Maisonette,6900,,,320,8,3.Stock,,sofort,1,1,1,,1,1,100m,,300m,500m,,300m,NaN,"Langensandstrasse, 6005 Luzern",05.07.2019,luzern,26.02.2020,1,,,,,,,,1,,,,,,,,,,
22855964,Maisonette,2050,1850,200,81,3.5,5.Stock,1987,,1,1,1,,1,,100m,,,,,100m,4,"Museggstrasse 8a, 6004 Luzern",29.06.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
21260347,Wohnung,1770,1620,150,70,3.5,,,,,,,,,,,,,,,,NaN,6015 Luzern / LU,10.07.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
21517240,Wohnung,4461,4301,160,121,4.5,2.Stock,,sofort,1,,1,,,,,,,,,,NaN,"Brandgässli 5, 6004 Luzern",26.06.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22060086,Wohnung,1540,1390,150,70,,,,,1,,,,1,,100m,1000m,,,,100m,NaN,"Stollberghalde 18, 6003 Luzern",11.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
20957707,Wohnung,3365,2910,455,160,6,1.Stock,1898,nachVereinbarung,1,,,,1,,170m,1100m,,,,400m,5,"Reckenbühlstrasse 8, 6005 Luzern",06.06.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
21460841,Wohnung,1490,1300,190,,3,2.Stock,,sofort,1,,,1,,,,,,,,,NaN,"Grüneggstrasse 26, 6005 Luzern",14.06.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22855969,Wohnung,3150,2800,350,153,4.5,7.Stock,1987,,1,,1,,1,,20m,,,,,20m,5,"Zürichstrasse 7, 6004 Luzern",08.06.2019,luzern,26.02.2020,1,,,,,,,,1,,,,,,,,,,
22483790,Wohnung,3870,3650,220,119,3.5,6.Stock,,sofort,1,1,1,,1,1,100m,,400m,400m,,100m,NaN,"Schönbühlring 18, 6005 Luzern",21.06.2019,luzern,26.02.2020,1,,,,1,,,,,,,,,,,,,,
21514434,Wohnung,1430,1290,140,35,2.5,,,nachVereinbarung,,,,,,,150m,,400m,610m,,260m,NaN,"Bernstrasse 3, 6003 Luzern",,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
